column00,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude,year,totalIncidentsPerType,totalIncidentsperneigh
897,F140049611,151,"Outside rubbish, trash or waste fire","1200 BLOCK SHEFFIELD ST, PITTSBURGH PA 15233",7/12/14 2:27,0,231EN37,2107,Manchester,6,21,42003210700,1,21,1,8-Jan,40.45389165,-80.02279197,2014,63,5
898,F150059780,143,Grass fire,"TERRACE ST & CHESTERFIELD R, PITTSBURGH PA 15213",8/1/15 14:57,0,231EN10,402,West Oakland,6,4,42003040200,3,4,4,10-Feb,40.44100369,-79.96382597,2015,9,9
899,F150059886,112,Fires in structure other than in a building,"400 BLOCK KINGSBORO ST, PITTSBURGH PA 15210",8/1/15 23:52,1,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,5-Apr,40.42161176,-80.00053849,2015,15,17
900,F150059907,154,Dumpster or other outside trash receptacle fire,"5500 BLOCK 2ND AVE, PITTSBURGH PA 15209",8/2/15 1:29,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.401277,-79.94039716,2015,43,32
901,F150059981,142,Brush or brush-and-grass mixture fire,"RIDGE AVE & MERCHANT ST, PITTSBURGH PA 15212",8/2/15 11:52,0,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,7-Jan,40.45136502,-80.00945213,2015,59,6
902,F150060006,113,"Cooking fire, confined to container","700 BLOCK BAYRIDGE AVE, PITTSBURGH PA 15226",8/2/15 14:37,1,231EN26,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.3928061,-80.02389218,2015,253,35
903,F150060095,113,"Cooking fire, confined to container","7200 BLOCK EVERTON ST, PITTSBURGH PA 15206",8/2/15 20:51,1,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.46283523,-79.89219954,2015,253,31
905,F150060129,113,"Cooking fire, confined to container","2400 BLOCK SARAH ST, PITTSBURGH PA 15203",8/3/15 0:11,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42722254,-79.97140725,2015,253,21
906,F160023185,154,Dumpster or other outside trash receptacle fire,"5600 BLOCK RIPPEY ST, PITTSBURGH PA 15206",3/26/16 20:34,0,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.46655731,-79.92876658,2016,48,20
907,F150060137,140,"Natural vegetation fire, Other","800 BLOCK RIDGE AVE, PITTSBURGH PA 15233",8/3/15 1:22,0,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,7-Jan,40.45064311,-80.01345995,2015,31,6
908,F150060156,151,"Outside rubbish, trash or waste fire","2000 BLOCK WHARTON ST, PITTSBURGH PA 15203",8/3/15 4:33,0,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.43002082,-79.97681333,2015,82,21
910,F150060301,143,Grass fire,"800 BLOCK E OHIO ST, PITTSBURGH PA 15212",8/3/15 14:47,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,5-Jan,40.45441069,-79.99670761,2015,9,16
911,F150060303,111,Building fire,"2500 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15214",8/3/15 15:07,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,12-Jan,40.469714,-80.00794082,2015,230,18
912,F150060349,113,"Cooking fire, confined to container","100 BLOCK DEVILLIERS ST, PITTSBURGH PA 15219",8/3/15 17:04,1,231EN04,305,Crawford-Roberts,6,5,42003050100,3,5,2,1-Feb,40.44367218,-79.98029092,2015,253,10
913,F150060420,131,Passenger vehicle fire,"E ST & VENTURE ST, PITTSBURGH PA 15214",8/3/15 20:44,0,231EN34,2612,Summer Hill,1,26,42003260200,1,26,1,15-Jan,40.485332,-80.00953596,2015,98,1
914,F150060547,113,"Cooking fire, confined to container","4300 BLOCK LUDWICK ST, PITTSBURGH PA 15217",8/4/15 10:33,1,231EN12,1414,Squirrel Hill South,5,14,42003141400,3,14,4,15-Feb,40.42091313,-79.92525558,2015,253,26
915,F150060611,113,"Cooking fire, confined to container","1400 BLOCK CHICAGO ST, PITTSBURGH PA 15214",8/4/15 14:15,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47907639,-79.99971774,2015,253,12
916,F150060938,151,"Outside rubbish, trash or waste fire","00 BLOCK E BUSWAY, PITTSBURGH PA 15206",8/5/15 17:06,0,231EN08,708,Brookline,4,19,42003191700,4,19,6,26-Apr,40.41194602,-80.00868319,2015,82,35
917,F150060948,143,Grass fire,"1800 BLOCK BEDFORD AVE, PITTSBURGH PA 15219",8/5/15 17:47,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44517821,-79.98540111,2015,9,10
918,F140021386,111,Building fire,"200 BLOCK KENNEDY AVE, PITTSBURGH PA 15214",3/23/14 23:48,1,231EN38,2615,Perry South,1,26,42003261500,1,26,1,23-Jan,40.47425994,-80.01053271,2014,188,23
919,F140021624,131,Passenger vehicle fire,"100 BLOCK VAN BUREN ST, PITTSBURGH PA 15214",3/24/14 21:31,0,231EN34,2612,Summer Hill,1,26,42003261200,1,26,1,15-Jan,40.49801612,-80.01736619,2014,106,4
921,F150061106,111,Building fire,"1100 BLOCK HIGHWOOD ST, PITTSBURGH PA 15212",8/6/15 12:16,1,231EN35,2715,Marshall-Shadeland,1,26,42003271500,1,26,1,9-Jan,40.46839205,-80.02525633,2015,230,19
922,F150061596,111,Building fire,"200 BLOCK JHF DR, PITTSBURGH PA 15217",8/8/15 4:36,1,231EN12,1414,Squirrel Hill South,5,15,42003141400,3,15,4,12-Feb,40.41323354,-79.92022934,2015,230,26
923,F170045649,113,"Cooking fire, confined to container","500 BLOCK MOUNT PLEASANT RD, PITTSBURGH PA 15212",6/7/17 17:58,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47865057,-80.00096629,2017,213,6
924,F140021625,131,Passenger vehicle fire,"GRANT ST & 7TH AVE, PITTSBURGH PA 15222",3/24/14 21:34,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44215701,-79.99495842,2014,106,32
925,F150061650,111,Building fire,"3200 BLOCK SLOPE ST, PITTSBURGH PA 15204",8/8/15 11:13,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45852103,-80.05710544,2015,230,27
926,F150061770,131,Passenger vehicle fire,"1400 BLOCK KEEVER AVE, PITTSBURGH PA 15205",8/8/15 19:24,0,231EN29,2811,Westwood,2,28,42003563100,5,28,6,18-Jan,40.43490423,-80.05469304,2015,98,5
1183,F140054778,131,Passenger vehicle fire,"1600 BLOCK OAKHURST ST, PITTSBURGH PA 15210",7/31/14 23:04,0,231EN23,2901,Carrick,4,29,42003290100,4,29,3,23-Apr,40.3997655,-79.99111143,2014,106,38
927,F150061774,113,"Cooking fire, confined to container","1500 BLOCK GARFIELD AVE, PITTSBURGH PA 15212",8/8/15 19:42,1,231EN32,2503,Central Northside,6,25,42003250300,1,25,1,21-Jan,40.45744546,-80.01213554,2015,253,15
928,F140021658,131,Passenger vehicle fire,"3400 BLOCK MILWAUKEE ST, PITTSBURGH PA 15219",3/25/14 3:18,0,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,22-Feb,40.45414442,-79.96129269,2014,106,7
929,F160023208,150,"Outside rubbish fire, Other","00 BLOCK BLUFFLAND ST, PITTSBURGH PA 15207",3/26/16 21:39,0,231EN20,3103,New Homestead,5,31,42003310300,3,31,4,20-Apr,40.38631977,-79.93077395,2016,49,6
930,F140021799,131,Passenger vehicle fire,"BUNKERHILL ST & N ST CLAIR, PITTSBURGH PA 15216",3/25/14 16:17,0,231EN08,1106,Highland Park,7,11,42003980100,2,11,5,9-Mar,40.47945001,-79.91871335,2014,106,13
931,F140021821,111,Building fire,"200 BLOCK S PACIFIC AVE, PITTSBURGH PA 15206",3/25/14 18:01,1,231EN08,806,Bloomfield,7,8,42003080600,2,8,5,23-Mar,40.46384076,-79.94039879,2014,188,23
932,F150024486,154,Dumpster or other outside trash receptacle fire,"N FAIRMONT ST & BROAD ST, PITTSBURGH PA 15206",3/31/15 21:48,0,231EN08,1114,Garfield,9,11,42003111400,2,11,5,4-Mar,40.46512734,-79.93187453,2015,43,19
933,F150061926,142,Brush or brush-and-grass mixture fire,"900 BLOCK FREEPORT RD, PITTSBURGH PA 15238",8/9/15 13:11,0,231EN15,1201,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,24-Mar,40.48808181,-79.89431722,2015,59,31
934,F150061960,111,Building fire,"1200 BLOCK KUNKLE AVE, PITTSBURGH PA 15233",8/9/15 15:49,1,231EN37,2507,California-Kirkbride,6,21,42003250700,1,21,1,9-Jan,40.46036421,-80.02431758,2015,230,5
935,F150061980,142,Brush or brush-and-grass mixture fire,"900 BLOCK FREEPORT RD, PITTSBURGH PA 15206",8/9/15 17:25,0,231EN07,1201,Lincoln-Lemington-Belmar,9,12,42003980000,2,12,5,24-Mar,40.48808181,-79.89431722,2015,59,31
936,F150062061,151,"Outside rubbish, trash or waste fire","00 BLOCK EDITH PL, PITTSBURGH PA 15213",8/10/15 1:32,0,231EN10,409,South Oakland,3,4,42003040900,3,4,4,11-Feb,40.43308251,-79.95488851,2015,82,7
937,F150062265,113,"Cooking fire, confined to container","800 BLOCK MT PLEASANT RD, PITTSBURGH PA 15219",8/10/15 18:58,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47574398,-79.99947307,2015,253,12
938,F150062346,111,Building fire,"1200 BLOCK VOSKAMP ST, PITTSBURGH PA 15212",8/11/15 4:48,1,231EN32,2412,Spring Garden,1,24,42003241200,1,24,1,5-Jan,40.45958025,-79.99129593,2015,230,8
939,F150062361,130,"Mobile property (vehicle) fire, Other","W LIBERTY AVE & CAPITAL AVE, PITTSBURGH PA 15226",8/11/15 7:14,0,231EN26,1917,Brookline,4,19,42003191700,5,19,6,28-Apr,40.40535475,-80.01880013,2015,22,35
940,F150062941,111,Building fire,"1900 BLOCK CAPITAL AVE, PITTSBURGH PA 15226",8/13/15 8:46,1,231EN26,1917,Brookline,4,19,42003191700,4,19,6,26-Apr,40.40503672,-80.01857406,2015,230,35
941,F140052556,131,Passenger vehicle fire,"400 BLOCK ORCHARD PL, PITTSBURGH PA 15210",7/23/14 14:32,0,231EN27,3001,Knoxville,3,30,42003300100,4,30,3,21-Apr,40.41774013,-79.99555662,2014,106,15
942,F140052610,111,Building fire,"1600 BLOCK CRUCIBLE ST, PITTSBURGH PA 15205",7/23/14 18:59,1,231EN30,2814,Crafton Heights,2,28,42003281400,5,28,6,17-Jan,40.44750233,-80.05178395,2014,188,15
943,F150062998,141,"Forest, woods or wildland fire","ALLENDALE CIR & LUNDY ST, PITTSBURGH PA 15204",8/13/15 11:47,0,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.45910725,-80.06481389,2015,7,27
944,F150063052,151,"Outside rubbish, trash or waste fire","N EVALINE ST & BROAD ST, PITTSBURGH PA 15206",8/13/15 14:42,0,231EN08,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46622829,-79.94080997,2015,82,19
945,F150063145,142,Brush or brush-and-grass mixture fire,"7400 BLOCK TIOGA ST, PITTSBURGH PA 15208",8/13/15 21:17,0,231EN17,1303,Homewood South,9,13,42003130300,2,13,5,17-Mar,40.45307893,-79.89477852,2015,59,30
946,F150063318,140,"Natural vegetation fire, Other","SHADY AVE & DARLINGTON RD, PITTSBURGH PA 15217",8/14/15 13:56,0,231EN18,1408,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,40.43711823,-79.91923738,2015,31,26
947,F150063391,162,Outside equipment fire,"600 BLOCK MT PLEASANT RD, PITTSBURGH PA 15214",8/14/15 17:18,0,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47679292,-79.99944406,2015,8,12
948,F150063462,111,Building fire,"1100 BLOCK MARVISTA ST, PITTSBURGH PA 15212",8/14/15 22:55,1,231EN37,2507,California-Kirkbride,6,21,42003250700,1,21,1,9-Jan,40.46216955,-80.02374745,2015,230,5
949,F150063513,130,"Mobile property (vehicle) fire, Other","PERRYSVILLE AVE & E MCINTYR, PITTSBURGH PA 15214",8/15/15 4:39,0,231EN38,2614,Perry North,1,26,42003260200,1,26,1,15-Jan,40.489558,-80.01836298,2015,22,14
950,F150063630,113,"Cooking fire, confined to container","100 BLOCK S 12TH ST, PITTSBURGH PA 15203",8/15/15 13:56,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42743711,-79.98650031,2015,253,21
951,F150063666,111,Building fire,"300 BLOCK ARABELLA ST, PITTSBURGH PA 15210",8/15/15 15:36,1,231EN24,3001,Knoxville,3,30,42003300100,4,30,3,7-Apr,40.4121654,-79.99306681,2015,230,22
952,F150024726,142,Brush or brush-and-grass mixture fire,"7300 BLOCK RACE ST, PITTSBURGH PA 15208",4/1/15 17:03,0,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45812441,-79.8935035,2015,59,24
953,F150024746,113,"Cooking fire, confined to container","300 BLOCK HAILMAN ST, PITTSBURGH PA 15208",4/1/15 17:55,1,231EN08,708,Shadyside,8,7,42003070800,2,7,4,13-Mar,40.45488893,-79.91894424,2015,253,21
954,F150025020,113,"Cooking fire, confined to container","4300 BLOCK COLERIDGE ST, PITTSBURGH PA 15201",4/2/15 17:19,1,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47766558,-79.94186569,2015,253,4
955,F160023230,151,"Outside rubbish, trash or waste fire","3100 BLOCK WADLOW ST, PITTSBURGH PA 15212",3/26/16 23:54,1,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47358247,-80.02979488,2016,88,15
956,F160023241,154,Dumpster or other outside trash receptacle fire,"200 BLOCK HILLSIDE DR, PITTSBURGH PA 15219",3/27/16 1:11,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44493401,-79.98366776,2016,48,9
957,F130039606,111,Building fire,"REED ST & BRACKENRIDGE ST, PITTSBURGH PA 15213",6/9/13 22:32,2,231EN10,501,Terrace Village,6,5,42003051000,3,5,2,5-Feb,40.44499293,-79.97186382,2013,167,13
960,F160023266,113,"Cooking fire, confined to container","500 BLOCK MT PLEASANT RD, PITTSBURGH PA 15214",3/27/16 5:02,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.47865057,-80.00096629,2016,197,8
961,F160023340,142,Brush or brush-and-grass mixture fire,"OHIO RIVER BLVD & MILLERTON, PITTSBURGH PA 15212",3/27/16 14:02,0,231EN35,2701,Brighton Heights,1,27,42003270100,1,27,1,14-Jan,40.48151328,-80.04606956,2016,45,14
962,F160023396,151,"Outside rubbish, trash or waste fire","300 BLOCK ALLEGHENY AVE, PITTSBURGH PA 15233",3/27/16 18:52,0,231EN37,2108,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,40.45279201,-80.00705017,2016,88,13
963,F140015147,150,"Outside rubbish fire, Other","400 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",2/25/14 15:12,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,7-Apr,40.41324466,-79.98912555,2014,63,15
964,F150025212,113,"Cooking fire, confined to container","100 BLOCK N ST CLAIR ST, PITTSBURGH PA 15206",4/3/15 11:29,1,231EN08,1115,East Liberty,9,11,42003111500,2,11,5,8-Mar,40.46493827,-79.92746487,2015,253,28
965,F160023447,150,"Outside rubbish fire, Other","00 BLOCK STERLING ST, PITTSBURGH PA 15203",3/27/16 23:20,0,231EN22,1608,South Side Slopes,3,16,42003160800,4,16,3,24-Apr,40.42431896,-79.9742573,2016,49,12
966,F160023582,142,Brush or brush-and-grass mixture fire,"CEDRICTON ST & BUCK WAY, PITTSBURGH PA 15210",3/28/16 14:34,0,231EN23,2901,Carrick,4,29,42003290100,4,29,3,7-Apr,40.40483408,-79.99248948,2016,45,31
967,F160023841,111,Building fire,"600 BLOCK COLLINS AVE, PITTSBURGH PA 15206",3/29/16 14:26,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,8-Mar,40.46670759,-79.91898509,2016,213,20
968,F160023846,131,Passenger vehicle fire,"300 BLOCK HALKET ST, PITTSBURGH PA 15213",3/29/16 14:43,0,231EN10,409,South Oakland,3,4,42003040900,3,4,4,14-Feb,40.43707805,-79.96153972,2016,114,15
969,F160023937,154,Dumpster or other outside trash receptacle fire,"1000 BLOCK CALIFORNIA AVE, PITTSBURGH PA 15212",3/29/16 23:26,0,231EN37,2507,California-Kirkbride,6,21,42003250700,1,21,1,9-Jan,40.45908463,-80.02205532,2016,48,5
970,F160024196,151,"Outside rubbish, trash or waste fire","SYLVAN AVE & HAZELWOOD AVE, PITTSBURGH PA 15207",3/30/16 20:34,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.41189833,-79.94178993,2016,88,28
971,F170045664,151,"Outside rubbish, trash or waste fire","TUNSTALL ST & GREENFIELD AV, PITTSBURGH PA 15217",6/7/17 19:21,0,231EN12,1516,Greenfield,5,15,42003151600,3,15,4,12-Feb,40.42558188,-79.9489641,2017,80,13
972,F170045754,113,"Cooking fire, confined to container","1600 BLOCK METHYL ST, PITTSBURGH PA 15216",6/8/17 6:32,1,231EN28,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41036102,-80.02583191,2017,213,15
973,F170045880,113,"Cooking fire, confined to container","400 BLOCK LIBERTY AVE, PITTSBURGH PA 15220",6/8/17 12:55,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,3-Jan,40.44132638,-80.00384927,2017,213,25
974,F140059398,131,Passenger vehicle fire,"BELLAIRE AVE & GLENARM AVE, PITTSBURGH PA 15226",8/19/14 9:40,0,231EN26,1919,Brookline,4,19,42003191900,4,19,6,26-Apr,40.39302189,-80.01731004,2014,106,23
976,F150026112,111,Building fire,"7300 BLOCK IDLEWILD ST, PITTSBURGH PA 15208",4/7/15 3:44,3,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45749625,-79.89378081,2015,230,24
977,F160024252,111,Building fire,"1000 BLOCK ZAHNISER ST, PITTSBURGH PA 15220",3/31/16 2:58,1,231EN30,2814,Crafton Heights,2,20,42003281400,5,20,6,17-Jan,40.44376994,-80.0447286,2016,213,10
978,F160024476,150,"Outside rubbish fire, Other","1500 BLOCK NAPOLEON ST, PITTSBURGH PA 15216",3/31/16 19:11,0,231EN28,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41220529,-80.02937068,2016,49,22
979,F160024655,111,Building fire,"1600 BLOCK E CARSON ST, PITTSBURGH PA 15203",4/1/16 14:08,2,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.42874675,-79.98264653,2016,213,41
980,F160024674,111,Building fire,"100 BLOCK WATSON BLVD, PITTSBURGH PA 15214",4/1/16 14:46,1,231EN34,2607,Perry North,1,26,42003260700,1,26,1,15-Jan,40.4803515,-80.0100996,2016,213,13
981,F160024791,111,Building fire,"00 BLOCK BONVUE ST, PITTSBURGH PA 15214",4/1/16 23:32,1,231EN34,2602,Perry North,1,26,42003260200,1,26,1,15-Jan,40.49019428,-80.0184873,2016,213,13
982,F160024794,111,Building fire,"3900 BLOCK PENN AVE, PITTSBURGH PA 15201",4/2/16 0:11,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,6-Mar,40.46471754,-79.95978721,2016,213,8
983,F160024880,131,Passenger vehicle fire,"2600 BLOCK CENTRE AVE, PITTSBURGH PA 15219",4/2/16 11:42,0,231EN04,501,Middle Hill,6,5,42003050100,3,5,2,5-Feb,40.446533,-79.96841687,2016,114,15
984,F140015920,143,Grass fire,"SWEENEY PL & INWOOD ST, PITTSBURGH PA 15208",2/28/14 16:19,0,231EN17,1207,Homewood West,9,12,42003120700,2,12,5,17-Mar,40.46047856,-79.90450495,2014,17,14
985,F160024914,160,"Special outside fire, Other","300 BLOCK N BRADDOCK AVE, PITTSBURGH PA 15221",4/2/16 13:33,0,231EN17,1405,Point Breeze North,9,14,42003140500,2,14,4,14-Mar,40.44964666,-79.89279811,2016,25,5
986,F160024986,113,"Cooking fire, confined to container","2100 BLOCK PARK HILL DR, PITTSBURGH PA 15221",4/2/16 17:08,1,231EN16,1306,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45295266,-79.8740214,2016,197,25
987,F160025095,111,Building fire,"1100 BLOCK MCCABE ST, PITTSBURGH PA 15206",4/3/16 0:11,1,231EN06,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47859695,-79.93989218,2016,213,8
988,F160025117,154,Dumpster or other outside trash receptacle fire,"300 BLOCK OAKLAND AVE, PITTSBURGH PA 15213",4/3/16 2:00,1,231EN10,405,Central Oakland,3,4,42003040500,3,4,4,14-Feb,40.43988746,-79.95499045,2016,48,12
989,F160025216,113,"Cooking fire, confined to container","200 BLOCK GLENWOOD AVE, PITTSBURGH PA 15207",4/3/16 13:56,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40133217,-79.93887751,2016,197,28
990,F160025275,151,"Outside rubbish, trash or waste fire","GRANDVIEW AVE & BERTHA ST, PITTSBURGH PA 15216",4/3/16 18:00,0,231EN27,1903,Mount Washington,2,19,42003190300,5,19,3,27-Apr,40.43423941,-80.01121529,2016,88,20
991,F160025352,140,"Natural vegetation fire, Other","00 BLOCK ALLEGHENY CENTER MALL, PITTSBURGH PA 15212",4/4/16 6:14,1,231EN32,2204,Allegheny Center,1,22,42003562700,1,22,1,6-Jan,40.45127029,-80.00314529,2016,30,13
992,F160025503,154,Dumpster or other outside trash receptacle fire,"2100 BLOCK NOBLESTOWN RD, PITTSBURGH PA 15205",4/4/16 15:34,0,231EN29,2811,Westwood,2,28,42003563100,5,28,6,18-Jan,40.43145244,-80.05354382,2016,48,6
993,F160025552,118,"Trash or rubbish fire, contained","300 BLOCK NEIDEL ST, PITTSBURGH PA 15220",4/4/16 18:32,1,231EN30,2020,Elliott,2,20,42003562600,5,20,6,17-Jan,40.44073766,-80.0387426,2016,52,6
1463,F170054581,111,Building fire,"2500 BLOCK BRIGHTON RD, PITTSBURGH PA 15212",7/4/17 17:51,1,2313884,2704,Perry South,6,26,42003261500,1,26,1,12-Jan,40.46728077,-80.02479029,2017,162,13
994,F160025687,154,Dumpster or other outside trash receptacle fire,"STRAWBERRY WAY & GRANT ST, PITTSBURGH PA 15222",4/5/16 9:17,0,231EN04,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44144594,-79.99542505,2016,48,42
995,F160025701,131,Passenger vehicle fire,"DECATUR ST & FULTON ST, PITTSBURGH PA 15233",4/5/16 9:44,0,231EN32,2107,Manchester,6,21,42003210700,1,21,1,8-Jan,40.45571767,-80.02521414,2016,114,16
998,F160026926,113,"Cooking fire, confined to container","1300 BLOCK ARCH ST, PITTSBURGH PA 15212",4/10/16 10:44,1,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45659569,-80.00888919,2016,197,16
999,F160026975,113,"Cooking fire, confined to container","3800 BLOCK DAWSON ST, PITTSBURGH PA 15213",4/10/16 15:24,1,231EN10,406,Central Oakland,3,4,42003040600,3,4,4,11-Feb,40.43868733,-79.95183282,2016,197,12
1000,F160027206,151,"Outside rubbish, trash or waste fire","100 BLOCK FURLEY ST, PITTSBURGH PA 15220",4/11/16 16:06,0,231EN37,2020,Elliott,2,20,42003562600,5,20,6,17-Jan,40.44245896,-80.0381398,2016,88,6
1001,F160027208,154,Dumpster or other outside trash receptacle fire,"FORBES AVE & GIST ST, PITTSBURGH PA 15219",4/11/16 16:13,0,231EN10,103,Bluff,6,1,42003010300,3,1,2,1-Feb,40.43741675,-79.97950869,2016,48,18
1002,F160027210,113,"Cooking fire, confined to container","2900 BLOCK CHARTIERS AVE, PITTSBURGH PA 15204",4/11/16 16:19,1,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.45390651,-80.05638498,2016,197,17
1003,F160027254,113,"Cooking fire, confined to container","100 BLOCK RUSKIN AVE, PITTSBURGH PA 15213",4/11/16 19:52,1,231EN10,404,North Oakland,8,4,42003982200,3,4,4,7-Feb,40.44619138,-79.95241627,2016,197,15
1004,F160027462,113,"Cooking fire, confined to container","400 BLOCK MARSHALL AVE, PITTSBURGH PA 15214",4/12/16 15:42,1,231EN38,2615,Perry South,6,26,42003261500,1,26,1,12-Jan,40.47228229,-80.01599314,2016,197,25
1005,F160027503,111,Building fire,"900 BLOCK LILLIAN ST, PITTSBURGH PA 15210",4/12/16 18:00,2,231EN22,1803,Allentown,3,18,42003180300,4,18,3,6-Apr,40.4187391,-79.99066543,2016,213,18
1006,F160027508,151,"Outside rubbish, trash or waste fire","1300 BLOCK W LIBERTY AVE, PITTSBURGH PA 15226",4/12/16 18:22,1,231EN30,1917,Strip District,7,2,42003020300,6,2,2,3-Feb,40.44570744,-79.99091139,2016,88,8
1007,F160027804,118,"Trash or rubbish fire, contained","700 BLOCK MERCER ST, PITTSBURGH PA 15219",4/13/16 20:01,1,231EN24,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44442876,-79.98729152,2016,52,9
1008,F160027845,131,Passenger vehicle fire,"2200 BLOCK VODELI ST, PITTSBURGH PA 15216",4/14/16 1:19,0,231EN28,1920,Beechview,4,19,42003192000,5,19,6,28-Apr,40.40379229,-80.02829459,2016,114,22
